,Topic,Subject,Text
69,Unidad de Procesamiento Gráfico (GPU),Definición de Unidad de Procesamiento Gráfico (GPU),"GPUs are like CPUs but for graphics. They are mathematical co-processors designed for graphics processing and floating point operations. In other words, they help the CPU to process everything related to 3D applications, video games, ... Graphics cards that are used for something other than graphics processing are called GP-GPUs or general purpose GPUs. These GPUs are capable of processing numerical calculations much faster.than the CPU and can work in parallel. They've been to blame for the boom in the whole thing around Deep Learning."
70,Computación Ecológica,Definición de computación Ecológica,"Green Computing refers to the efficient use of computational resources while minimizing environmental impact, maximizing economic viability and ensuring social duties."
71,Computación Ecológica,Definición de computación Ecológica,"Green Computing refers to computing that makes responsible use of resources. It attempts, for example, to minimize energy use, making efficient use of energy and reducing environmental impact. One idea to be 'greener' is to have a data center that can be used by several researchers and thus make better use of resources without the need to duplicate them. For this, it is essential to have a good communications network to connect them."
72,Función Hash,Definición de función hash,"A Hash Function or Digest Function is a mathematical function that transforms a set of data into an alphanumeric code of fixed length. Regardless of the amount of data used, the resulting code will always have the same number of characters. Hash functions are used in cryptography (e.g., digital signature), random number generation, text search systems, and much more. Hash functions are also part of data structures used in many artificial intelligence algorithms."
73,Función Hash,Definición de función hash,"A hash function, also known by the hybrid hash function, converts one or more input elements to a function into another element. They are also known as extract function, from digest function, extract function and by the hybrid digest function."
74,Función Hash,Definición de función hash,"A cryptographic hash function is a mathematical algorithm that transforms any arbitrary block of data into a new series of characters with a fixed length. Regardless of the length of the input data, the output hash value will always have the same length."
75,Tabla Hash,Definición de tabla hash,"Hash tables are data structures that are used to store a large number of data over which very efficient search and insert operations are required. A hash table stores a set of '(key, value)' pairs. "
76,Tabla Hash,Definición de tabla hash,"A hash table, associative array, hashing, hash map, hash map, scatter table or fragmented table is a data structure that associates keys or keys with values. The main operation it efficiently supports is lookup: it allows access to stored items from a generated key."
77,Tabla Hash,Definición de tabla hash,"A hash table is a data structure that relates a value called 'key' to one or more other elements. It has the particularity of performing very fast search operations thanks to the use of hash functions. The keys of the hash table are encoded in such a way that there is only one possible place within the structure where each piece of data can be stored. So, searching for it is a matter of applying a mathematical function and going to look for the data where indicated."
78,Agente inteligente,Definición de agente inteligente,"An intelligent agent is a program with at least the following characteristics: autonomous, sociable, responsive, self-initiated. There are different types of intelligent agents and even multi-agent systems, where several agents cooperate to achieve a common goal. An example of intelligent agents are vacuum cleaner robots. Some are so smart that they can create a map of your home so they don't always go through the same place and make sure your whole house is clean."
79,Agente inteligente,Definición de agente inteligente,"An intelligent agent is a perceptual system capable of interpreting and processing the information it receives from its environment, acting accordingly according to the data it collects and processes. The way this entity acts is logical and rational based on the reactions of the normal behavior of a particular system. It uses sensors to receive information and actuators to exercise its functions."
80,Agente inteligente,Definición de agente inteligente,"An intelligent agent, is an entity capable of perceiving its environment, processing such perceptions and responding or acting in its environment rationally, i.e., in a correct manner and tending to maximize an expected result."
81,Internet de las Cosas (IoT),Ejemplo de Internet de las Cosas (IoT),Garageio is a smart garage door app that allows you to monitor and control your garage from home by connecting to the app. It is part of the new generation of connected products that is attracting a lot of interest these days: products that can be monitored and controlled remotely.
82,Internet de las Cosas (IoT),Ejemplo de Internet de las Cosas (IoT),"Gemini 2 smart shoes are sneakers that can be charged wirelessly. Among their many features are, in addition to wireless charging, they come with tangle-free cables and connection to cell phones. The shoes transmit information to the device to which they are connected, such as distance traveled or heart rate."
83,Internet de las Cosas (IoT),Características de Internet de las Cosas (IoT),"With this technology used in homes or businesses, it is possible to easily know if one of the devices needs to be fixed or replaced. This makes it possible to plan ahead and avoid major problems."
84,Internet de las Cosas (IoT),Características de Internet de las Cosas (IoT),"IoT refers to a growing network of physical objects that are connected to the Internet. These smart devices are becoming increasingly prevalent in everyday life, as they can help manage time, energy, resources, goods, services and much more."
85,Internet de las Cosas (IoT),Definición de Internet de las Cosas (IoT),The Internet of Things is a concept that refers to a digital interconnection of everyday objects with the Internet. It is a new paradigm in which different devices interact with each other without human intervention. An example of IoT usage is activity wristbands that can be used in Connected Health issues to know a person's status. It could detect if you are a sleepwalker...
86,Aprendizaje automático,Definición de aprendizaje automático,"Machine learning is a branch within AI that allows a computer to learn based on examples. They can be grouped into: Supervised, Unsupervised, Semi-supervised."
87,Árbol de Merkle,Definición de árbol de Merkle,"A Hash Tree or Merkle Tree is a tree-like data structure in which: A) Each leaf node is labeled with the result of applying a Hash Function to the data corresponding to that leaf. A) Each internal node is labeled with the result of applying a Hash Function to the concatenation of the labels of its descendant nodes. Merkle Trees are used to record peer-to-peer transactions, Blockchain type. But don't worry, I'll soon make a video explaining how they work..."
88,Árbol de Merkle,Definición de árbol de Merkle,"A Merkle hash tree or Merkle tree or hash tree is a tree-like data structure, binary or otherwise, in which each non-leaf node is labeled with the hash of the concatenation of the labels or values of its child nodes. They are a generalization of hash lists and hash chains."
89,Árbol de Merkle,Definición de árbol de Merkle,"Merkle trees are a data structure created with the objective of facilitating the verification of large amounts of organized data by relating them by means of various cryptographic and information management techniques. "
90,Metadatos,Definición de metadatos,"Metadata is information that accompanies the data itself. For example, when you take a photograph, the image itself is accompanied by metadata that includes information about who the author is, his/her GPS position, the date and time, etc. Metadata can be: Descriptive such as EXIF data, Administrative such as copyright, Structural related to other data, Language such as XML "
91,Metadatos,Definición de metadatos,"Metadata is data about data. In other words, it is information that is used to describe the data contained in something such as a web page, document or file. Another way to think of metadata is as a brief explanation or summary of what the data is."
92,Metadatos,Definición de metadatos,"Metadata is data that describes other data. In general, a group of metadata refers to a group of data that describe the contentinformation about an object that is referred to as a resource. The concept of metadata is analogous to the use of indexes to locate objects rather than data."
93,Metaverso,Ejemplo de metaverso,"Video calls, which after the pandemic have become so popular, could in the future be replaced by virtual meetings in the metaverse. That is, instead of connecting our cameras we would see how our avatars meet."
94,Metaverso,Definición de metaverso,"The term metaverse comes from a 1992 novel called 'Snow Crash,' and is a term that has settled to describe visions of three-dimensional or virtual workspaces. This metaverse, therefore, means a virtual world in which we can interact, and which has been created to resemble an external reality. "
95,Metaverso,Ejemplo de metaverso,"The possibility of testing the operation of new machines or systems very reliably before final manufacture, with the consequent saving of billions of euros in tests before the launch of a new patent. "
96,Metaverso,Definición de metaverso,"The Metaverse is a virtual world, one to which we will connect using a series of devices that will make us think that we are really inside it, interacting with all its elements. It will be like actually teleporting to a whole new world through virtual reality glasses and other complements that will allow us to interact with it."
97,Metaverso,Definición de metaverso,"A metaverse is a universe created in cyberspace. These universes could be accessed with virtual reality and in which, ideally, it should be possible to travel through different experiences in a shared way with millions of users. First attempts at metaverses could be Roblox, Fortnite or Animal Crossing: New Horizons. These new metaverses are still being imagined... it is a new field to explore and soon we will have countless universes to ""live"" in."
98,Modelo,Definición de modelo,AI models (machine learning and deep learning) help automate logical inference and decision making in business intelligence.
99,Modelo,Definición de modelo,"All models in AI generally learn a function F that relates the input values x and the output values y. y = F(x). The model is a representation of the x values that have been used to train it. The more accurate the model, the better it will represent these values and thus be a better predictor when faced with new examples."
100,Modelo,Definición de modelo,"A model is an analytical method that allows a system, by itself, without human intervention and in an automated way, to learn to discover patterns, trends and relationships in the data, and thanks to this knowledge, in each interaction with new information, better perspectives are offered."
101,Modelo,Definición de modelo,"A machine learning model is a file that has been trained to recognize certain types of patterns. You can train a model with a set of data, and provide it with an algorithm that it can use to find out and get information from that data."
102,Sobreajuste,Definición de sobreajuste,"Overfitting is the consequence of creating a pattern that fits a set of examples so very, very well that when you present it with new examples that are slightly different, it is unable to identify them. It fails to generalize the learned pattern. Imagine that you generate a model (a neural network, for example) based on many images of white, brown and orange cats. When you give it a new image of a cat with those colors, it identifies it correctly as a cat, but if you give it an image of a black cat... it will tell you that it is not a cat at all..."
103,Sobreajuste,Definición de sobreajuste,Overfitting is the act of making a model so tight to the training data that it does not generalize well to the test data.
104,Sobreajuste,Definición de sobreajuste,"Overfitting occurs when a machine learning system is overtrained or overtrained with anomalous data, which causes the algorithm to 'learn' patterns that are not general. It learns specific features but not the general patterns, the concept. More complex models tend to overfit more than simpler models. Also, given the same model, the smaller the amount of data, the more likely that model is to overfit."
105,Prolog,Definición de Prolog,"Prolog, from the French PROgrammation en LOGique, is an interpreted logic programming language commonly used in the field of Artificial Intelligence."
106,Prolog,Definición de Prolog,"PROLOG is a programming language based on the logic paradigm, this language is mainly used for artificial intelligence applications. The development of PROLOG started in 1970 with Alain Coulmeauer and Philippe Roussel. "
107,Prolog,Definición de Prolog,"Prolog is an interpreted programming language developed in France in the '70s. In this language there are two types of clauses: Facts and Rules. Facts are always true, while Rules define a relationship between different Facts and/or Rules. Here is how to solve in PROLOG a factorial with two Facts and a Rule:\nfactorial(0, 1).\nfactorial(1, 1).\nfactorial(N, F) :- \n N>0, \n N1 is N - 1,\nfactorial(N1, F1),\n F is N * F1."
108,Aprendizaje por refuerzo,Funcionalidad del aprendizaje por refuerzo,"In Reinforcement Learning we do not have an 'output label', so it is not supervised and although these algorithms learn by themselves, they are not unsupervised, where we try to classify groups taking into account some distance between samples."
109,Aprendizaje por refuerzo,Definición de aprendizaje por refuerzo,"Reinforcement learning is an area of machine learning inspired by behavioral psychology, whose occupation is to determine what actions a software agent should choose in a given environment in order to maximize some notion of ""reward"" or accrued reward."
110,Aprendizaje por refuerzo,Definición de aprendizaje por refuerzo,"Reinforcement learning is a type of machine learning whereby a decision made by an algorithm is followed by a reinforcement (positive or negative). This 'encourages' or 'punishes' these decisions allowing the algorithm to learn. This type of learning is typically used in robotics. It could be used to teach a robotic arm to pour drinks, giving positive reinforcement when it succeeds in pouring a drink and negative reinforcement when."
111,Aprendizaje por refuerzo,Ejemplos de aprendizaje por refuerzo,"Reinforcement learning can be used in robots, for example in mechanical arms where instead of teaching instruction by instruction to move, we can let it make 'blind' attempts and reward it when it does well."
112,Aprendizaje por refuerzo,Ejemplos de aprendizaje por refuerzo,"Reinforcement learning can be used to create ""personalized websites"" for each user. And if you think about it... it makes some sense to take the concept of ""rewarding"" the algorithm if it is right with the suggestions it makes to the user if he clicks or penalizing the model if its recommendations are not useful."
113,Aprendizaje por refuerzo,Ejemplos de aprendizaje por refuerzo,"Reinforcement learning can be used to decide how to shape an investment portfolio without human intervention. "
114,Smart data,Definición de smart data,"Smart Data appears as a result of Big Data. The concept of Smart Data refers to transforming long lists of numbers and data into valuable, responsive, useful information. Turning data into statistics using complicated algorithms that process Big data."
115,Smart data,Definición de smart data,"Smart data refers to data that has been preprocessed and curated. This data is ready to be used, i.e. Machine Learning algorithms can be applied directly to it. We refer to big data when we perform raw data mining, in particular when we collect a large amount of data. Smart data, on the other hand, also collects a large amount of data, but also includes the added value of analyzing this data."
116,Smart data,Definición de smart data,"We all know what Big Data is, it refers to the large volume of data that can be collected. On the other hand, Smart Data also collects a lot of data instantly, but in this case it has an added value compared to the first one, and that is that in addition to collecting a lot of information, the system is also capable of analyzing it."
117,Sugar code,Definición de sugar code,"Sugar coding is a term that refers to the elements added to a programming language to make its programming simpler (i.e., sweeter), without affecting its functionality. A) a = a + 1 can be written as a += 1. B) 1 < x and x < 10 can be written as 1 < x < 10. C) number = 1000000000 can be written as number = 1_000_000_000_000."
118,Árbol,Definición de árbol,"Trees are undoubtedly one of the nonlinear data structures, used in computing, both to solve hardware and software problems. Directory trees are quite commonly used organizations by any computer user or programmer."
119,Árbol,Definición de árbol,"A tree is a (possibly nonlinear) data structure composed of nodes, vertices and edges that is acyclic. A tree that has no nodes is called an empty or null tree. A tree that is not empty consists of a root node and potentially many levels of additional nodes that form a hierarchy."
120,Árbol,Definición de árbol,"A tree is a data structure. It is a type of network with a hierarchical structure, like a tree in nature. It has the particularity of not having cycles. Using this data structure it is easier to solve some common problems such as: Prefix search in character strings, Representation of mathematical formulas, HTML representation, Decision making. And much more!"
121,Árbol,Definición de árbol,"Trees are the most used data structures, but also one of the most complex, Trees are characterized by storing their nodes in a hierarchical way and not in a linear way as the Linked Lists, Queues, Stacks, etc., of which we have already talked about in the past days."
122,Máquina de Turing,Definición de máquina de Turing,"A Turing machine consists of an infinite tape divided into juxtaposed workspaces or cells that acts as memory, a head capable of reading and writing symbols on the tape and moving it from cell to cell right and left, a state register, and a finite instruction table or action table. "
123,Turing completo,Definición de turing completo,"By Turing complete we mean that language which has a computational power equivalent to what is called the Universal Turing Machine. In other words, Alan Turing devised a system that could theoretically perform any kind of computation if unlimited physical resources were available."
124,Turing completo,Definición de turing completo,"A Turing Complete system is one that has a computational power equivalent to the Universal Turing Machine. In other words, a Turing Complete system can emulate a Universal Turing Machine and vice versa. As you will see, computer scientists and mathematicians also philosophize... Some examples are Lambda Calculus (type-free), Cellular Automata, Quantum Computers, Formal Grammars, and many others... "
125,Turing completo,Definición de turing completo,"A system is said to be ""Turing complete"" in computer theory if it can be used to emulate a Turing machine, which is a theoretical construct designed by the mid-century mathematician and computer scientist Alan Turing."
126,Máquina de Turing,Definición de máquina de Turing,The Turing machine is a mental device devised by Alan Turing in the 1930s to answer one of the great questions posed by the mathematician David Hilbert in 1900.
127,Máquina de Turing,Definición de máquina de Turing,"The Turing machine is a device created in 1936, which represents an idealized model of computing capable of storing/processing virtually infinite information. The system is a mathematical abstraction that is constructed in an extraordinarily simple way, but which facilitates the empirical verification of a wide range of questions on the theories of computability and/or complexity. Its ideation marked a major milestone in the history of computing, to the point of being considered as the origin of today's computers (and related technologies, such as tablets or cell phones). "
128,Máquina de Turing,Definición de máquina de Turing,A Turing machine is a device that uses a table of rules to manipulate symbols on a data tape. A Turing machine is a formal model of computation capable of performing any computation (that a computer is capable of performing). Thanks to this theoretical model it is possible to categorize computational problems according to their complexity: A) Complexity P: Its solutions can be found in polynomial time by deterministic Turing machines. B) NP Complexity: Their solutions can be found in polynomial time by non-deterministic Turing machines.
129,Test de Turing,Definición de test de Turing,"The Turing test consists of a human having a conversation with a computer and another person, but without knowing which of the two conversationalists is actually a machine. The goal of this experiment is to determine whether artificial intelligence can mimic human responses."
130,Test de Turing,Definición de test de Turing,The Turing test or Turing test is an examination of a machine's ability to exhibit intelligent behavior similar to or indistinguishable from that of a human being.
